"","GovCharity","GovBus","BusCharity","AllThree","subject"
"1",0.0235294117647059,0.00625,0.000735294117647059,0.000367647058823529,"Arts & Humanities"
"2",0.0528825314260945,0.0329432162982228,0.00476809709579541,0.00173385348938015,"Medical"
"3",0.0265278710543989,0.0463398253861652,0.00335795836131632,0.00134318334452653,"Science"
"4",0.0116315624017605,0.0650738761395788,0.00440113171958504,0.00188619930839359,"Technology & Management"
