"","NoSponsors","UKGov","Charity","Business","subject"
"1",1.47870662460568,4.19952681388013,5.95425867507886,8.63564668769716,"UK Government"
"2",2.02211302211302,18.5503685503685,13.2063882063882,2.27272727272727,"Charity"
"3",1.89512711864407,46.3983050847458,3.91949152542373,3.28389830508475,"Business"
